"user_id","course_id","item_id","module_id","item_start_ts","item_complete_ts","module_order"
"304134","7A1yFTaREeWWBQrVFXqd","k4ED","JpGj","2016-04-23 17:09:01.813","[NULL]","4"
"335122","7A1yFTaREeWWBQrVFXqd","qsBP","6Zdm","2016-01-31 03:01:16.417","2016-01-31 05:11:55.873","0"
"75837","7A1yFTaREeWWBQrVFXqd","DCzL","VVmL","2016-01-11 21:13:03.381","[NULL]","1"
"107503","RMFRum1BEeWXrA6ju0fv","RyJ6","6BaZ","2016-03-25 10:50:43.872","2016-03-25 10:58:28.601","2"
"13439","GdeNrll1EeSROyIACtiV","3YLA","U70C","2016-09-16 10:54:24.096","2016-09-16 11:08:16.145","0"
"237860","GdeNrll1EeSROyIACtiV","tF3m","VaMv","2016-02-23 19:45:09.241","[NULL]","1"
"680263","RMFRum1BEeWXrA6ju0fv","bayd","xeqL","2016-01-13 21:56:49.298","[NULL]","1"
"115365","GdeNrll1EeSROyIACtiV","wTEp","VaMv","2016-06-22 14:14:52.741","2016-06-22 14:17:48.708","1"
"419414","7A1yFTaREeWWBQrVFXqd","obNE","6Zdm","2016-09-06 03:35:32.522","2016-09-06 03:35:41.052","0"
"567746","7A1yFTaREeWWBQrVFXqd","qsBP","VVmL","2016-08-23 11:59:46.193","[NULL]","1"
"304134","RMFRum1BEeWXrA6ju0fv","zbDv","xeqL","2016-04-07 15:12:21.052","2016-04-07 15:12:21.052","1"
"587828","7A1yFTaREeWWBQrVFXqd","NhDl","xNVL","2016-01-14 17:01:31.039","2016-01-14 17:02:27.155","6"
"6375","RMFRum1BEeWXrA6ju0fv","Gwlx","UlD0","2016-08-15 22:38:02.336","2016-08-15 22:38:02.336","0"
"107503","GdeNrll1EeSROyIACtiV","950x","VaMv","2016-03-10 08:55:59.54","2016-03-10 09:01:54.283","1"
"6334","RMFRum1BEeWXrA6ju0fv","ykXU","UlD0","2016-01-19 21:46:18.155","2016-01-19 21:47:55.523","0"
"232737","RMFRum1BEeWXrA6ju0fv","3CIU","6BaZ","2016-11-16 01:43:20.536","2016-11-16 01:48:58.282","2"
"445983","7A1yFTaREeWWBQrVFXqd","obNE","xNVL","2016-02-29 08:11:57.885","2016-02-29 08:12:00.689","6"
"657785","GdeNrll1EeSROyIACtiV","0PXP","U70C","2016-05-17 01:07:56.257","2016-05-17 01:07:56.257","0"
"190277","7A1yFTaREeWWBQrVFXqd","SGyV","JpGj","2016-01-22 17:33:46.275","2016-01-22 17:33:46.275","4"
"577731","7A1yFTaREeWWBQrVFXqd","RqkS","AWp2","2016-01-03 08:53:32.892","2016-01-03 08:53:32.892","2"
"75837","RMFRum1BEeWXrA6ju0fv","pAba","UlD0","2016-01-19 20:36:43.699","2016-01-19 20:43:14.518","0"
"18256","GdeNrll1EeSROyIACtiV","01m6","U70C","2016-02-21 03:01:38.857","[NULL]","0"
"75837","RMFRum1BEeWXrA6ju0fv","zbDv","nCCL","2016-01-19 20:17:56.752","2016-01-19 20:17:56.752","3"
"232737","RMFRum1BEeWXrA6ju0fv","ek1g","UlD0","2016-11-16 18:35:49.062","2016-11-16 18:58:54.084","0"
"232737","RMFRum1BEeWXrA6ju0fv","QiIJ","UlD0","2016-11-16 02:00:16.463","2016-11-16 17:32:11.607","0"
"35610","7A1yFTaREeWWBQrVFXqd","11mb","AWp2","2016-12-10 16:35:16.792","[NULL]","2"
"304134","RMFRum1BEeWXrA6ju0fv","ykXU","6BaZ","2016-04-17 07:26:21.736","2016-04-17 14:00:13.051","2"
"460219","7A1yFTaREeWWBQrVFXqd","bDBV","VVmL","2016-05-23 16:21:06.334","2016-05-23 16:21:06.334","1"
"376444","7A1yFTaREeWWBQrVFXqd","u3Fb","6Zdm","2016-04-25 20:04:16.064","2016-04-25 20:10:58.766","0"
"466207","RMFRum1BEeWXrA6ju0fv","8B52","UlD0","2016-12-27 12:29:36.059","2016-12-27 12:30:38.006","0"
"418754","RMFRum1BEeWXrA6ju0fv","cnA4","UlD0","2016-01-06 19:52:22.171","2016-01-06 19:59:43.946","0"
"696608","RMFRum1BEeWXrA6ju0fv","zbDv","xeqL","2016-09-05 04:55:02.056","2016-09-05 04:55:02.056","1"
"123687","GdeNrll1EeSROyIACtiV","2Uqf","U70C","2016-04-01 05:25:44.275","[NULL]","0"
"604252","GdeNrll1EeSROyIACtiV","tF3m","U70C","2016-11-17 06:33:32.70","2016-11-17 06:35:04.909","0"
"676756","7A1yFTaREeWWBQrVFXqd","NhDl","VVmL","2016-12-30 08:56:18.585","2016-12-30 08:56:56.926","1"
"53694","GdeNrll1EeSROyIACtiV","2Uqf","C36e","2016-05-26 00:59:56.619","2016-05-26 01:00:58.962","2"
"642197","RMFRum1BEeWXrA6ju0fv","zbDv","6BaZ","2016-02-13 05:00:44.323","2016-02-13 05:00:44.323","2"
"68121","GdeNrll1EeSROyIACtiV","bJW5","VaMv","2016-02-22 19:01:11.70","2016-02-22 19:01:11.70","1"
"93471","RMFRum1BEeWXrA6ju0fv","t5iu","UlD0","2016-02-11 09:08:22.844","2016-02-11 09:16:47.31","0"
"565483","7A1yFTaREeWWBQrVFXqd","DSYn","xNVL","2016-01-25 14:05:23.309","2016-01-25 14:05:32.869","6"
"68121","GdeNrll1EeSROyIACtiV","D40p","C36e","2016-02-22 18:50:56.232","2016-02-22 18:54:05.099","2"
"115365","7A1yFTaREeWWBQrVFXqd","eqEg","AWp2","2016-01-14 19:30:33.29","2016-01-14 19:30:33.29","2"
"115365","GdeNrll1EeSROyIACtiV","950x","U70C","2016-06-29 15:21:59.746","2016-06-29 15:22:55.763","0"
"89021","7A1yFTaREeWWBQrVFXqd","nldq","xNVL","2016-01-04 23:32:40.717","[NULL]","6"
"4630","GdeNrll1EeSROyIACtiV","QuZs","C36e","2016-03-07 02:36:57.474","2016-03-07 02:41:55.068","2"
"417282","GdeNrll1EeSROyIACtiV","YS6F","Ebrt","2016-06-06 10:30:16.665","2016-06-14 05:13:22.465","3"
"48512","GdeNrll1EeSROyIACtiV","nUOh","C36e","2016-05-04 23:49:06.672","2016-05-04 23:50:14.271","2"
"237860","7A1yFTaREeWWBQrVFXqd","Ktdf","AWp2","2016-12-21 04:29:45.619","2016-12-21 04:31:03.483","2"
"53694","RMFRum1BEeWXrA6ju0fv","Qy8b","nCCL","2016-07-17 17:06:10.071","2016-07-17 17:18:20.113","3"
"571878","GdeNrll1EeSROyIACtiV","ZOTm","U70C","2016-01-19 04:26:31.882","2016-01-19 04:40:08.022","0"
"123687","7A1yFTaREeWWBQrVFXqd","GoNc","a91A","2016-07-23 04:12:47.775","[NULL]","3"
"642798","7A1yFTaREeWWBQrVFXqd","qsBP","6Zdm","2016-08-18 09:26:20.656","[NULL]","0"
"564170","RMFRum1BEeWXrA6ju0fv","rAri","UlD0","2016-01-30 17:32:44.278","2016-01-30 17:32:44.278","0"
"679703","7A1yFTaREeWWBQrVFXqd","KBil","AWp2","2016-01-03 20:27:34.718","2016-01-05 18:47:48.675","2"
"551865","GdeNrll1EeSROyIACtiV","7iJV","VaMv","2016-03-09 05:53:43.452","2016-03-09 05:58:51.996","1"
"190277","GdeNrll1EeSROyIACtiV","KyGC","U70C","2016-01-28 18:38:45.59","2016-01-28 18:44:48.373","0"
"4630","GdeNrll1EeSROyIACtiV","ZRXC","Ebrt","2016-03-07 03:04:08.869","2016-03-07 03:05:01.411","3"
"75837","7A1yFTaREeWWBQrVFXqd","nldq","xNVL","2016-01-11 19:05:21.713","2016-01-11 19:18:16.428","6"
"410099","GdeNrll1EeSROyIACtiV","8IUb","C36e","2016-01-04 21:31:21.768","2016-01-04 21:44:45.877","2"
"503067","RMFRum1BEeWXrA6ju0fv","HNo9","UlD0","2016-01-06 11:35:37.405","2016-01-06 11:35:37.405","0"
"419414","GdeNrll1EeSROyIACtiV","0PXP","Ebrt","2016-01-27 12:30:26.049","2016-01-27 12:30:26.049","3"
"222138","RMFRum1BEeWXrA6ju0fv","HNo9","xeqL","2016-03-31 07:10:35.31","2016-03-31 07:10:35.31","1"
"107503","GdeNrll1EeSROyIACtiV","OooZ","U70C","2016-03-10 08:34:24.77","2016-03-10 08:34:24.77","0"
"483883","7A1yFTaREeWWBQrVFXqd","RO25","xNVL","2016-06-05 17:35:39.453","[NULL]","6"
"483883","GdeNrll1EeSROyIACtiV","1bYD","C36e","2016-06-06 19:53:52.752","2016-06-06 19:54:28.438","2"
"226466","GdeNrll1EeSROyIACtiV","1Mpw","U70C","2016-04-25 12:25:39.155","2016-04-25 12:39:24.519","0"
"75837","7A1yFTaREeWWBQrVFXqd","KBil","6Zdm","2016-01-18 17:11:25.546","2016-01-18 17:40:27.596","0"
"68121","GdeNrll1EeSROyIACtiV","the7","U70C","2016-02-22 19:14:03.866","2016-02-22 19:17:37.557","0"
"115365","GdeNrll1EeSROyIACtiV","lNji","U70C","2016-06-22 14:37:38.004","2016-06-24 14:52:31.558","0"
"35610","RMFRum1BEeWXrA6ju0fv","WWXg","6BaZ","2016-08-16 10:51:44.471","2016-08-16 10:54:47.008","2"
"115365","7A1yFTaREeWWBQrVFXqd","TIAK","a91A","2016-02-08 17:42:34.989","2016-02-08 17:45:17.241","3"
"35610","7A1yFTaREeWWBQrVFXqd","KBil","6Zdm","2016-12-07 20:46:01.491","2016-12-09 19:30:32.269","0"
"193668","GdeNrll1EeSROyIACtiV","75Es","U70C","2016-01-21 15:03:21.906","2016-01-21 15:07:37.033","0"
"107503","RMFRum1BEeWXrA6ju0fv","JDoL","nCCL","2016-03-03 13:06:37.056","2016-03-03 13:10:27.671","3"
"226466","7A1yFTaREeWWBQrVFXqd","vjiO","VVmL","2016-05-05 11:41:48.354","2016-05-05 11:49:04.054","1"
"31655","RMFRum1BEeWXrA6ju0fv","IHss","UlD0","2016-03-21 09:17:23.624","2016-03-21 09:21:41.547","0"
"226466","RMFRum1BEeWXrA6ju0fv","u7in","UlD0","2016-04-11 19:22:55.032","[NULL]","0"
"304134","GdeNrll1EeSROyIACtiV","4B5f","C36e","2016-04-19 01:17:36.334","2016-04-19 01:22:15.116","2"
"445983","RMFRum1BEeWXrA6ju0fv","amLg","6BaZ","2016-03-03 22:11:06.985","2016-03-03 22:11:06.985","2"
"260834","GdeNrll1EeSROyIACtiV","7iJV","C36e","2016-02-04 14:11:18.762","2016-02-04 14:16:27.34","2"
"78405","RMFRum1BEeWXrA6ju0fv","Gwlx","xeqL","2016-01-24 21:39:56.627","2016-01-24 21:39:56.627","1"
"518420","7A1yFTaREeWWBQrVFXqd","YpNQ","a91A","2016-05-01 12:39:39.64","2016-05-01 12:50:13.357","3"
"163121","7A1yFTaREeWWBQrVFXqd","4ahK","a91A","2016-06-06 06:21:03.423","2016-06-07 04:05:16.69","3"
"647722","GdeNrll1EeSROyIACtiV","WNYP","Ebrt","2016-01-15 15:23:31.364","2016-01-15 15:28:02.573","3"
"410099","7A1yFTaREeWWBQrVFXqd","YpNQ","Avge","2016-05-18 19:02:02.803","2016-05-18 19:09:09.799","5"
"502753","RMFRum1BEeWXrA6ju0fv","kz1L","xeqL","2016-12-07 06:53:04.79","2016-12-07 06:55:34.413","1"
"31655","7A1yFTaREeWWBQrVFXqd","snP1","6Zdm","2016-08-01 18:34:22.401","2016-08-01 20:59:16.097","0"
"419414","RMFRum1BEeWXrA6ju0fv","EXYy","nCCL","2016-12-04 12:44:44.58","2016-12-04 12:48:38.095","3"
"253848","7A1yFTaREeWWBQrVFXqd","qJqm","VVmL","2016-11-16 15:54:48.773","[NULL]","1"
"93471","RMFRum1BEeWXrA6ju0fv","X300","xeqL","2016-01-17 18:23:07.517","2016-01-17 18:23:07.517","1"
"419075","GdeNrll1EeSROyIACtiV","3YLA","Ebrt","2016-08-24 23:50:47.194","2016-08-24 23:56:40.774","3"
"584510","7A1yFTaREeWWBQrVFXqd","TlsQ","AWp2","2016-02-13 17:49:34.011","2016-02-13 17:52:53.038","2"
"68121","GdeNrll1EeSROyIACtiV","qWWF","Ebrt","2016-02-13 19:40:34.743","2016-02-13 19:45:55.195","3"
"583935","7A1yFTaREeWWBQrVFXqd","AtKA","Avge","2016-02-06 20:42:26.546","2016-02-06 20:42:26.546","5"
"54517","RMFRum1BEeWXrA6ju0fv","LP1k","6BaZ","2016-04-19 17:11:47.691","[NULL]","2"
"16329","GdeNrll1EeSROyIACtiV","uWQy","Ebrt","2016-05-27 21:20:07.677","2016-05-27 21:20:07.677","3"
"583935","7A1yFTaREeWWBQrVFXqd","hfT8","VVmL","2016-02-06 20:49:02.673","2016-02-06 20:49:02.673","1"
"676756","RMFRum1BEeWXrA6ju0fv","EXYy","nCCL","2016-04-12 14:07:54.112","2016-04-12 14:07:54.112","3"
"93471","7A1yFTaREeWWBQrVFXqd","5N6c","xNVL","2016-01-12 18:03:13.522","2016-01-12 18:03:13.522","6"
"604252","GdeNrll1EeSROyIACtiV","7MK7","C36e","2016-11-17 06:00:32.696","2016-11-17 06:03:15.449","2"
"679703","RMFRum1BEeWXrA6ju0fv","cnA4","UlD0","2016-11-19 10:48:56.677","2016-11-19 19:39:00.583","0"
"54517","RMFRum1BEeWXrA6ju0fv","ykXU","nCCL","2016-04-19 17:22:12.126","[NULL]","3"
"123687","7A1yFTaREeWWBQrVFXqd","L0qD","JpGj","2016-07-23 04:14:30.167","[NULL]","4"
"107503","7A1yFTaREeWWBQrVFXqd","pkju","a91A","2016-01-18 11:58:36.571","2016-01-18 12:18:43.663","3"
"18256","GdeNrll1EeSROyIACtiV","3vb3","Ebrt","2016-02-21 03:25:13.152","[NULL]","3"
"664642","RMFRum1BEeWXrA6ju0fv","4gSc","xeqL","2016-01-10 12:05:30.831","2016-01-10 12:07:35.656","1"
"193668","GdeNrll1EeSROyIACtiV","Ignx","Ebrt","2016-02-10 22:09:38.687","2016-02-10 22:16:20.407","3"
"31655","RMFRum1BEeWXrA6ju0fv","Qy8b","UlD0","2016-03-21 10:03:33.125","2016-03-21 10:05:57.46","0"
"410099","GdeNrll1EeSROyIACtiV","LurU","U70C","2016-01-05 18:26:37.191","2016-01-05 18:32:06.905","0"
"232737","RMFRum1BEeWXrA6ju0fv","QiIJ","6BaZ","2016-11-16 02:00:16.463","2016-11-16 17:32:11.607","2"
"565483","RMFRum1BEeWXrA6ju0fv","pSHG","xeqL","2016-01-22 04:54:06.506","2016-01-22 05:00:07.566","1"
"93471","RMFRum1BEeWXrA6ju0fv","qFvz","nCCL","2016-02-10 13:40:18.651","2016-02-10 13:44:49.179","3"
"163121","7A1yFTaREeWWBQrVFXqd","EFuQ","Avge","2016-06-04 10:18:00.698","2016-06-04 10:18:00.698","5"
"190277","GdeNrll1EeSROyIACtiV","2Uqf","C36e","2016-01-16 16:36:07.167","2016-01-16 16:40:43.37","2"
"232737","RMFRum1BEeWXrA6ju0fv","e284","6BaZ","2016-11-18 17:14:48.767","2016-11-18 17:16:23.006","2"
"680263","RMFRum1BEeWXrA6ju0fv","rAri","6BaZ","2016-01-07 20:56:30.287","2016-01-07 20:56:30.287","2"
"567746","RMFRum1BEeWXrA6ju0fv","YOBK","UlD0","2016-08-21 05:40:25.81","2016-08-21 05:45:16.172","0"
"445983","RMFRum1BEeWXrA6ju0fv","Eidk","UlD0","2016-02-28 19:17:16.981","[NULL]","0"
"696608","RMFRum1BEeWXrA6ju0fv","Qy8b","6BaZ","2016-09-01 06:19:44.941","[NULL]","2"
"226466","RMFRum1BEeWXrA6ju0fv","qozq","xeqL","2016-04-11 19:13:33.223","2016-04-11 19:18:35.783","1"
"564170","RMFRum1BEeWXrA6ju0fv","zbDv","6BaZ","2016-02-01 10:16:57.694","2016-02-01 10:16:57.694","2"
"571878","RMFRum1BEeWXrA6ju0fv","9Aep","xeqL","2016-02-02 15:34:06.539","2016-02-02 15:35:07.453","1"
"35610","RMFRum1BEeWXrA6ju0fv","Jm1s","UlD0","2016-08-28 18:35:46.655","[NULL]","0"
"163121","GdeNrll1EeSROyIACtiV","GVac","U70C","2016-06-03 06:53:06.685","2016-06-03 06:56:04.181","0"
"78405","7A1yFTaREeWWBQrVFXqd","4ahK","JpGj","2016-01-03 21:10:07.678","2016-01-03 21:18:14.419","4"
"190277","7A1yFTaREeWWBQrVFXqd","plCV","AWp2","2016-01-22 17:39:17.31","[NULL]","2"
"39383","RMFRum1BEeWXrA6ju0fv","kz1L","nCCL","2016-06-07 01:53:28.974","2016-06-07 01:54:19.952","3"
"419075","7A1yFTaREeWWBQrVFXqd","W0U3","JpGj","2016-02-14 02:31:16.669","2016-02-14 02:31:16.669","4"
"78405","7A1yFTaREeWWBQrVFXqd","4ahK","6Zdm","2016-01-03 21:10:07.678","2016-01-03 21:18:14.419","0"
"163121","7A1yFTaREeWWBQrVFXqd","5nLt","VVmL","2016-05-13 09:37:47.489","2016-05-13 09:51:44.54","1"
"274823","RMFRum1BEeWXrA6ju0fv","yl7B","6BaZ","2016-01-20 03:07:53.224","2016-01-20 03:17:22.249","2"
"107503","7A1yFTaREeWWBQrVFXqd","nldq","JpGj","2016-01-12 08:52:27.988","2016-01-12 09:05:40.405","4"
"480039","RMFRum1BEeWXrA6ju0fv","EXYy","xeqL","2016-06-13 19:59:43.807","[NULL]","1"
"37901","GdeNrll1EeSROyIACtiV","ZRXC","Ebrt","2016-05-21 03:29:36.696","2016-05-21 03:32:37.126","3"
"642798","RMFRum1BEeWXrA6ju0fv","ek1g","UlD0","2016-10-26 23:33:54.467","2016-10-29 15:55:05.069","0"
"445983","RMFRum1BEeWXrA6ju0fv","sYn1","6BaZ","2016-02-28 21:47:58.158","2016-02-28 21:47:58.158","2"
"222138","RMFRum1BEeWXrA6ju0fv","HW3T","6BaZ","2016-10-29 15:26:49.932","2016-10-29 15:28:47.947","2"
"419414","7A1yFTaREeWWBQrVFXqd","eqEg","JpGj","2016-06-22 10:36:57.372","2016-06-22 10:37:15.028","4"
"419414","7A1yFTaREeWWBQrVFXqd","eqEg","a91A","2016-06-22 10:36:57.372","2016-06-22 10:37:15.028","3"
"493750","RMFRum1BEeWXrA6ju0fv","FkTg","xeqL","2016-11-26 13:11:24.848","2016-11-26 13:19:09.41","1"
"58741","RMFRum1BEeWXrA6ju0fv","e284","UlD0","2016-05-29 19:10:31.653","2016-05-29 19:12:05.058","0"
"376444","RMFRum1BEeWXrA6ju0fv","YOBK","xeqL","2016-04-21 13:53:29.846","2016-04-21 13:57:11.006","1"
"480039","7A1yFTaREeWWBQrVFXqd","oEjg","AWp2","2016-03-09 16:34:54.206","2016-03-09 16:34:54.206","2"
"569876","RMFRum1BEeWXrA6ju0fv","Ge1i","UlD0","2016-09-27 13:30:08.17","2016-09-27 13:30:14.16","0"
"190277","RMFRum1BEeWXrA6ju0fv","Q2xk","6BaZ","2016-06-19 15:04:39.357","2016-06-19 15:11:41.527","2"
"304134","GdeNrll1EeSROyIACtiV","ZRXC","C36e","2016-05-14 14:49:05.208","[NULL]","2"
"551988","GdeNrll1EeSROyIACtiV","7iJV","Ebrt","2016-08-24 14:14:02.426","2016-11-22 09:01:21.979","3"
"664642","RMFRum1BEeWXrA6ju0fv","Eidk","xeqL","2016-01-09 13:02:03.297","2016-01-09 18:46:47.243","1"
"107503","RMFRum1BEeWXrA6ju0fv","72i8","xeqL","2016-03-29 13:11:33.872","2016-03-29 13:11:33.872","1"
"418754","RMFRum1BEeWXrA6ju0fv","HW3T","nCCL","2016-01-06 21:25:45.413","[NULL]","3"
"107503","GdeNrll1EeSROyIACtiV","X7E9","C36e","2016-02-17 06:27:07.683","2016-02-17 06:31:24.035","2"
"190277","7A1yFTaREeWWBQrVFXqd","T9R7","Avge","2016-01-20 17:52:19.741","2016-01-20 17:52:19.741","5"
"483883","RMFRum1BEeWXrA6ju0fv","IYp9","UlD0","2016-06-07 06:09:11.527","2016-06-07 06:12:42.954","0"
"502753","7A1yFTaREeWWBQrVFXqd","tElm","a91A","2016-12-20 01:29:28.097","2016-12-20 01:31:15.355","3"
"58741","RMFRum1BEeWXrA6ju0fv","X300","UlD0","2016-05-26 18:17:51.245","2016-05-26 18:17:51.245","0"
"37901","GdeNrll1EeSROyIACtiV","tDeG","VaMv","2016-05-29 01:58:40.314","2016-05-29 02:34:27.49","1"
"190277","RMFRum1BEeWXrA6ju0fv","OS8h","xeqL","2016-06-05 21:35:38.105","2016-06-05 21:39:53.851","1"
"657785","GdeNrll1EeSROyIACtiV","f839","U70C","2016-06-14 00:59:25.548","2016-06-14 01:04:34.589","0"
"587828","GdeNrll1EeSROyIACtiV","lNji","C36e","2016-02-03 23:18:44.107","2016-02-03 23:24:40.337","2"
"9755","RMFRum1BEeWXrA6ju0fv","wkAH","6BaZ","2016-02-11 21:42:12.93","2016-02-11 21:46:06.339","2"
"107503","RMFRum1BEeWXrA6ju0fv","mfPB","nCCL","2016-03-11 09:13:07.198","2016-03-11 09:13:07.198","3"
"571878","RMFRum1BEeWXrA6ju0fv","IYp9","UlD0","2016-02-02 15:38:10.48","2016-02-02 15:38:10.48","0"
"9755","7A1yFTaREeWWBQrVFXqd","nldq","VVmL","2016-11-10 15:19:17.183","[NULL]","1"
"67832","RMFRum1BEeWXrA6ju0fv","9Aep","nCCL","2016-01-17 20:28:19.122","[NULL]","3"
"107503","7A1yFTaREeWWBQrVFXqd","1N34","xNVL","2016-01-19 07:28:11.926","2016-01-19 07:28:11.926","6"
"163121","7A1yFTaREeWWBQrVFXqd","TIAK","Avge","2016-06-15 04:32:07.901","2016-06-15 10:21:59.363","5"
"518312","GdeNrll1EeSROyIACtiV","7iJV","U70C","2016-09-10 15:08:07.905","2016-09-10 15:13:16.13","0"
"664642","GdeNrll1EeSROyIACtiV","950x","C36e","2016-10-01 18:34:21.408","2016-10-01 18:35:37.993","2"
"163121","7A1yFTaREeWWBQrVFXqd","k4ED","xNVL","2016-06-09 12:23:28.333","2016-06-09 12:30:39.166","6"
"58741","RMFRum1BEeWXrA6ju0fv","Qy8b","nCCL","2016-05-29 19:12:25.477","2016-05-29 19:16:01.915","3"
"483883","7A1yFTaREeWWBQrVFXqd","AtKA","xNVL","2016-06-03 17:27:35.56","2016-06-03 17:30:07.173","6"
"664642","GdeNrll1EeSROyIACtiV","8IUb","U70C","2016-09-12 08:06:56.864","2016-09-12 08:18:38.768","0"
"274823","RMFRum1BEeWXrA6ju0fv","Ge1i","UlD0","2016-01-04 23:49:11.917","2016-01-04 23:49:11.917","0"
"445983","RMFRum1BEeWXrA6ju0fv","QLz9","6BaZ","2016-02-28 20:34:45.415","2016-02-28 20:35:46.983","2"
"226466","GdeNrll1EeSROyIACtiV","aZ5f","C36e","2016-04-25 15:54:06.173","2016-04-25 15:55:00.942","2"
"107503","7A1yFTaREeWWBQrVFXqd","pa6B","xNVL","2016-01-18 16:29:35.31","2016-01-18 16:29:35.31","6"
"253848","7A1yFTaREeWWBQrVFXqd","m6Jz","a91A","2016-10-21 11:47:35.339","[NULL]","3"
"551865","7A1yFTaREeWWBQrVFXqd","wYO1","AWp2","2016-02-08 05:52:32.555","2016-02-08 05:52:32.555","2"
"304134","RMFRum1BEeWXrA6ju0fv","Q2xk","xeqL","2016-04-17 07:24:53.467","2016-04-17 13:56:05.573","1"
"179604","GdeNrll1EeSROyIACtiV","SIck","VaMv","2016-02-27 05:32:43.189","2016-02-27 05:33:52.026","1"
"163121","GdeNrll1EeSROyIACtiV","ruX7","U70C","2016-06-18 09:17:31.903","2016-06-18 09:22:18.715","0"
"6334","RMFRum1BEeWXrA6ju0fv","Jm1s","UlD0","2016-01-18 22:17:35.358","2016-01-18 22:22:20.75","0"
"664642","GdeNrll1EeSROyIACtiV","O6cZ","VaMv","2016-09-12 10:27:08.007","2016-09-12 10:32:50.379","1"
"226466","7A1yFTaREeWWBQrVFXqd","Ktdf","VVmL","2016-05-04 14:23:28.21","[NULL]","1"
"6334","RMFRum1BEeWXrA6ju0fv","bayd","6BaZ","2016-01-18 16:39:26.286","2016-01-18 16:44:03.827","2"
"563741","7A1yFTaREeWWBQrVFXqd","WlvL","AWp2","2016-06-07 07:14:12.691","2016-06-07 07:14:14.396","2"
"226466","7A1yFTaREeWWBQrVFXqd","VwTr","6Zdm","2016-05-05 13:25:17.50","[NULL]","0"
"53694","RMFRum1BEeWXrA6ju0fv","8B52","6BaZ","2016-07-18 17:38:53.353","2016-07-18 17:41:18.121","2"
"493750","7A1yFTaREeWWBQrVFXqd","5nLt","JpGj","2016-03-22 01:32:50.222","2016-03-22 01:46:02.716","4"
"551865","GdeNrll1EeSROyIACtiV","k5lC","Ebrt","2016-05-14 12:03:04.911","2016-05-14 12:08:39.065","3"
"232737","RMFRum1BEeWXrA6ju0fv","SdGo","UlD0","2016-12-07 02:40:20.047","2016-12-07 02:40:20.047","0"
"190277","RMFRum1BEeWXrA6ju0fv","Gwlx","6BaZ","2016-06-05 21:02:09.935","2016-06-05 21:02:36.606","2"
"75837","7A1yFTaREeWWBQrVFXqd","i73q","VVmL","2016-01-19 21:55:40.113","[NULL]","1"
"304134","RMFRum1BEeWXrA6ju0fv","w1c7","6BaZ","2016-04-12 18:56:18.934","2016-04-12 18:56:18.934","2"
"418754","RMFRum1BEeWXrA6ju0fv","ek1g","nCCL","2016-01-06 20:27:50.41","2016-01-06 20:52:44.563","3"
"680263","7A1yFTaREeWWBQrVFXqd","KBil","6Zdm","2016-11-21 15:37:31.399","[NULL]","0"
"107503","7A1yFTaREeWWBQrVFXqd","eqEg","AWp2","2016-01-12 08:01:55.396","2016-01-12 08:01:55.396","2"
"123687","7A1yFTaREeWWBQrVFXqd","plCV","VVmL","2016-07-23 04:18:39.849","[NULL]","1"
"75837","RMFRum1BEeWXrA6ju0fv","cnA4","nCCL","2016-01-19 19:40:52.488","2016-01-19 20:08:36.784","3"
"493750","RMFRum1BEeWXrA6ju0fv","amLg","xeqL","2016-12-17 22:18:29.143","2016-12-18 00:21:40.207","1"
"466207","RMFRum1BEeWXrA6ju0fv","Ge1i","6BaZ","2016-10-25 01:12:33.696","2016-12-07 16:10:50.436","2"
"335122","RMFRum1BEeWXrA6ju0fv","cnA4","xeqL","2016-02-08 05:06:05.141","2016-02-08 05:07:33.656","1"
"335122","7A1yFTaREeWWBQrVFXqd","5nLt","AWp2","2016-01-15 00:02:42.055","2016-01-15 00:15:47.691","2"
"460219","GdeNrll1EeSROyIACtiV","0PXP","VaMv","2016-11-12 02:32:53.445","2016-11-12 02:33:26.674","1"
"642798","7A1yFTaREeWWBQrVFXqd","DCzL","xNVL","2016-08-18 09:02:28.693","2016-08-18 09:12:53.876","6"
"466077","RMFRum1BEeWXrA6ju0fv","bQ5B","6BaZ","2016-06-04 13:12:52.361","[NULL]","2"
"128384","7A1yFTaREeWWBQrVFXqd","YpNQ","VVmL","2016-12-22 07:01:16.959","2016-12-22 07:09:26.21","1"
"193668","RMFRum1BEeWXrA6ju0fv","Q2xk","6BaZ","2016-11-16 20:39:58.862","2016-11-16 20:55:59.614","2"
"466207","7A1yFTaREeWWBQrVFXqd","7APq","6Zdm","2016-10-24 13:31:55.068","2016-10-24 13:45:53.909","0"
"664642","RMFRum1BEeWXrA6ju0fv","JDoL","xeqL","2016-01-10 11:56:33.618","2016-01-10 12:00:17.522","1"
"222138","7A1yFTaREeWWBQrVFXqd","pl4K","JpGj","2016-11-20 08:51:07.417","2016-11-20 08:51:07.417","4"
"6334","RMFRum1BEeWXrA6ju0fv","iaPr","6BaZ","2016-01-19 21:54:31.554","2016-01-19 21:59:16.03","2"
"75837","7A1yFTaREeWWBQrVFXqd","BZDB","VVmL","2016-01-18 17:42:58.471","2016-01-18 17:48:55.233","1"
"117806","7A1yFTaREeWWBQrVFXqd","DCzL","a91A","2016-05-07 21:08:08.784","2016-05-07 21:10:30.451","3"
